contract_id,contract_template,contract_date,client_name,P2_incident_or_lower_respond_time,P1_incident_respond_time,Payment_terms,SLA_Terms,Penalty_clause_SLA_breach, contract_value ,start_date,end_date,contract_status,contract_customer,contract_business_owner
322,CT005,02/05/2025,Ankunding and Sons,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 848,654.26 ",10/07/2022,20/10/2025,Active,Gayler Cobbledick,Reid Laval
323,CT005,07/04/2023,Mayert-Pacocha,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 218,842.73 ",20/07/2020,09/08/2025,Pending,Fulton O' Molan,Baudoin Drescher
324,CT005,10/02/2021,"Abshire, Krajcik and Herman",provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 349,673.76 ",21/07/2022,04/04/2025,Active,Dulcy Skakunas,Gerti Dovermann
325,CT002,27/09/2020,Sanford-Cremin,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 342,095.50 ",01/10/2021,10/07/2026,Pending,Tomasine Hinze,Nadean Fairbeard
326,CT005,02/02/2023,Stanton-Koch,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 261,310.70 ",27/12/2024,06/06/2026,Active,Velma Lochhead,Tallie Bodd
327,CT002,04/09/2023,Ernser-Marks,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 659,782.62 ",02/05/2024,01/07/2025,Pending,Noell Beeze,Gaspar Proud
328,CT001,29/09/2024,Waelchi and Sons,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 124,873.17 ",23/08/2020,13/07/2026,Inactive,Bab Arnaudi,Alana Shelf
329,CT007,12/01/2022,"Bode, McClure and Lebsack",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 551,164.60 ",08/01/2022,15/02/2026,Pending,Michel Cobbledick,Gerti Dovermann
330,CT008,30/08/2023,"Hudson, Klocko and Murphy",provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 846,977.85 ",20/11/2024,02/07/2027,Active,Meredeth Frie,Gaspar Proud
331,CT006,22/10/2024,Kemmer-Bashirian,provide IT support within 4 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.99% up time,penalty clause: £5k per SLA breach," 911,821.23 ",05/08/2021,03/03/2027,Active,Goldia Burfield,Dougie Colebourn
332,CT001,12/07/2024,Gleichner Group,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 738,257.22 ",11/07/2023,17/08/2027,Inactive,Brendon Tegeller,Nadean Fairbeard
333,CT008,04/12/2025,Harris-Gottlieb,provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 772,681.01 ",04/12/2024,24/07/2025,Pending,Cece Plaid,Reid Laval
334,CT005,21/11/2022,Moen-D'Amore,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 73,164.15 ",17/03/2021,30/12/2027,Pending,Marion Van Zon,Nadean Fairbeard
335,CT003,17/02/2025,Wiza LLC,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 606,716.81 ",26/04/2023,29/03/2026,Active,Thaxter Dudden,Orel Maunton
336,CT001,30/09/2024,"Harber, Beahan and Heaney",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 87,797.05 ",22/04/2022,02/03/2025,Pending,Allyn Formilli,Sky Riddington
337,CT007,19/07/2026,"Schuster, Oberbrunner and Abernathy",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 425,583.25 ",07/10/2021,29/03/2026,Pending,Ruthann Eick,Dougie Colebourn
338,CT001,29/06/2025,Hermann Inc,provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.5% up time,penalty clause: £5k per SLA breach," 772,993.38 ",03/04/2022,17/11/2027,Active,Immanuel Braunroth,Gaspar Proud
339,CT005,06/02/2026,Lynch-Torphy,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £5k per SLA breach," 879,926.21 ",28/12/2022,27/04/2025,Inactive,Blakelee McDermott-Row,Orel Maunton
340,CT001,14/07/2020,"Lebsack, Schoen and Mosciski",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 64,044.20 ",11/10/2020,23/11/2026,Active,Garold Reily,Gerti Dovermann
341,CT008,27/07/2020,"Wolff, McKenzie and Rowe",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 109,812.24 ",18/09/2021,30/01/2025,Inactive,Evangelia Adelsberg,Dougie Colebourn
342,CT003,06/04/2023,Miller-Koch,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 562,317.72 ",22/10/2021,30/01/2027,Inactive,Ches McLellan,Michaela Broszkiewicz
343,CT004,29/09/2023,Mayert-Orn,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 526,545.60 ",13/09/2024,05/11/2026,Pending,Evin Roycroft,Royall Badder
344,CT003,22/12/2020,Aufderhar-Bayer,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.9% up time,penalty clause: £10k per SLA breach," 882,058.13 ",07/06/2022,30/12/2025,Pending,Laird McTerlagh,Sky Riddington
345,CT001,27/11/2022,"Schowalter, Yost and Morissette",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 397,661.25 ",12/07/2020,07/05/2026,Active,Warden Antonich,Quinlan Hartzenberg
346,CT001,07/10/2020,"Grimes, Nolan and Balistreri",provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 454,295.54 ",28/04/2022,07/01/2027,Inactive,Tedmund Dufoure,Gaspar Proud
347,CT003,12/08/2023,"Schoen, Effertz and Wolff",provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 495,575.70 ",28/02/2022,13/08/2025,Inactive,Normy Purkis,Baudoin Drescher
348,CT002,15/05/2021,Rau-Jacobi,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 447,490.51 ",21/07/2023,04/01/2027,Active,Franchot Baruch,Winfred Dukesbury
349,CT007,13/03/2026,Nicolas LLC,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 407,184.34 ",14/01/2022,01/09/2027,Pending,Aindrea Fleetham,Reid Laval
350,CT001,19/04/2023,"Kertzmann, Rodriguez and Gerhold",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £10k per SLA breach," 906,657.93 ",16/08/2020,04/10/2025,Pending,Bruis Grishkov,Nadean Fairbeard
351,CT003,20/09/2025,King LLC,provide IT support within 24 hours,P1 incidents responded within 16 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 580,449.83 ",15/04/2021,27/05/2026,Active,Lucia Puckinghorne,Sebastien Szubert
352,CT007,14/09/2022,Stanton LLC,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.99% up time,penalty clause: £20k per SLA breach," 925,835.45 ",30/06/2022,23/10/2025,Pending,Betti Hounihan,Pall Duester
353,CT001,10/07/2022,Walker Group,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 146,978.06 ",12/01/2022,20/09/2025,Active,Joni Vahl,Alana Shelf
354,CT008,21/07/2020,"Deckow, Champlin and Heathcote",provide IT support within 2 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 198,204.15 ",20/03/2022,14/08/2027,Inactive,Connor Merida,Pall Duester
355,CT001,04/03/2024,Schmidt Inc,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 452,903.11 ",31/08/2022,01/02/2026,Inactive,Fleur Spowage,Roxie Moylane
356,CT001,25/04/2025,Reinger-Kunze,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 190,517.41 ",17/06/2020,01/07/2026,Active,Helenelizabeth Rosenthal,Pall Duester
357,CT007,15/02/2020,Erdman-Flatley,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 112,542.01 ",13/01/2022,08/06/2027,Inactive,Asia Blanko,Gaspar Proud
358,CT007,14/01/2024,"Leuschke, Prohaska and Hegmann",provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 58,658.91 ",13/08/2022,14/01/2025,Inactive,Brigida Tethacot,Dasi Lockyear
359,CT005,02/12/2021,Murazik-Conn,provide IT support within 6 hours,P1 incidents responded within 6 hour,Pay Invoice with in 60 days,Supplier must maintain a 90.0% up time,penalty clause: £5k per SLA breach," 150,498.85 ",23/04/2020,26/09/2025,Active,Ossie MacEveley,Tallie Bodd
360,CT001,04/11/2021,Schamberger-Schultz,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 387,410.14 ",20/12/2023,27/02/2027,Pending,Josepha Gilleon,Sky Riddington
361,CT006,19/05/2021,"Botsford, Wolff and Ebert",provide IT support within 4 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 416,568.28 ",20/07/2021,11/09/2025,Pending,Kendell Sadlier,Sebastien Szubert
362,CT005,16/10/2023,Lueilwitz-Schaefer,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 30 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 222,149.41 ",17/10/2020,01/08/2026,Active,Hilton Conachie,Dasi Lockyear
363,CT003,21/10/2024,Heidenreich and Sons,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £1k per SLA breach," 263,781.06 ",15/07/2020,11/03/2025,Active,Felicdad Elies,Alana Shelf
364,CT007,26/03/2020,Ebert LLC,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 290,060.62 ",16/07/2020,23/02/2027,Active,Donnamarie Pottes,Buck Garrick
365,CT001,15/07/2026,Smith LLC,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 499,286.02 ",07/08/2023,23/10/2025,Active,Cathe Fritschmann,Reid Laval
366,CT004,16/05/2021,Baumbach LLC,provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 303,173.81 ",12/10/2020,24/09/2027,Pending,Lind Kretchmer,Buck Garrick
367,CT002,08/01/2021,Gusikowski-McLaughlin,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 410,975.70 ",12/10/2020,20/04/2026,Active,Hubey Vose,Winfred Dukesbury
368,CT002,12/02/2021,"Blick, Skiles and Doyle",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 494,194.08 ",07/11/2020,04/04/2027,Inactive,Hayes Shilling,Timothee Probbin
369,CT001,16/05/2025,Gleason-Wehner,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 90.0% up time,penalty clause: £1k per SLA breach," 162,887.24 ",07/05/2022,07/08/2027,Active,Basia Hurn,Gerti Dovermann
370,CT002,23/07/2024,"Pacocha, Metz and Gusikowski",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 30 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 651,298.72 ",18/01/2024,04/10/2025,Inactive,Mil Livett,Quinlan Hartzenberg
371,CT003,15/07/2024,Adams-Hills,provide IT support within 24 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 446,322.58 ",02/05/2020,03/03/2026,Pending,Mendel Hallbird,Dougie Colebourn
372,CT002,17/07/2020,Mertz and Sons,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 454,079.08 ",04/09/2021,24/12/2025,Active,Lottie Tooth,Dasi Lockyear
373,CT001,18/12/2026,Thiel Inc,provide IT support within 48 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 432,156.34 ",21/10/2020,04/01/2027,Inactive,Kaile Luebbert,Orel Maunton
374,CT007,19/06/2025,Satterfield-Grimes,provide IT support within 3 hours,P1 incidents responded within 2 hour,Pay Invoice with in 90 days,Supplier must maintain a 95.0% up time,penalty clause: £5k per SLA breach," 358,070.58 ",03/02/2020,26/06/2027,Inactive,Leah Redwall,Reid Laval
375,CT002,07/07/2026,Hauck Group,provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 428,332.00 ",29/06/2023,26/09/2027,Inactive,Currey Iorizzo,Orel Maunton
376,CT004,14/10/2024,"Hayes, Russel and Lynch",provide IT support within 12 hours,P1 incidents responded within 8 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 663,476.13 ",30/04/2020,04/05/2027,Inactive,Ardisj Waistell,Dasi Lockyear
377,CT005,29/05/2023,Vandervort-Kunze,provide IT support within 6 hours,P1 incidents responded within 4 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £5k per SLA breach," 462,459.28 ",07/08/2024,11/03/2027,Pending,Audre Crannach,Reid Laval
378,CT002,26/03/2026,"Lebsack, Muller and Kihn",provide IT support within 72 hours,P1 incidents responded within 48 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 666,521.84 ",25/10/2022,26/07/2027,Pending,Kennedy Huffy,Dasi Lockyear
379,CT001,11/05/2021,"Gleichner, Beer and Nolan",provide IT support within 48 hours,P1 incidents responded within 24 hour,Pay Invoice with in 90 days,Supplier must maintain a 99.0% up time,penalty clause: £1k per SLA breach," 654,565.78 ",29/04/2020,04/09/2027,Inactive,Carr Bottlestone,Pall Duester
380,CT008,06/10/2021,Effertz Inc,provide IT support within 2 hours,P1 incidents responded within 1 hour,Pay Invoice with in 60 days,Supplier must maintain a 99.9% up time,penalty clause: £20k per SLA breach," 804,184.87 ",28/04/2021,24/12/2025,Pending,Zena Ackenhead,Michaela Broszkiewicz
